date,employees
12/9/2020,11433
12/10/2020,11047
12/11/2020,10339
12/12/2020,0
12/13/2020,0
12/14/2020,11003
12/15/2020,11338
12/16/2020,11072
12/17/2020,10906
12/18/2020,10617
12/19/2020,0
12/20/2020,0
12/21/2020,10665
12/22/2020,10275
12/23/2020,9695
12/24/2020,6256
12/25/2020,4749
12/26/2020,0
12/27/2020,0
12/28/2020,8746
12/29/2020,8862
12/30/2020,8486
12/31/2020,7259
1/1/2021,5027
1/2/2021,0
1/3/2021,0
1/4/2021,10503
1/5/2021,11240
1/6/2021,11035
1/7/2021,10959
1/8/2021,11035
1/9/2021,0
1/10/2021,0
1/11/2021,11404
1/12/2021,11560
1/13/2021,12044
1/14/2021,11636
1/15/2021,10968
1/16/2021,0
1/17/2021,0
1/18/2021,7984
1/19/2021,11131
1/20/2021,10926
1/21/2021,11549
1/22/2021,10645
1/23/2021,0
1/24/2021,0
1/25/2021,11067
1/26/2021,11628
1/27/2021,12561
1/28/2021,10610
1/29/2021,11446
1/30/2021,0
1/31/2021,0
2/1/2021,10125
2/2/2021,12012
2/3/2021,11781
2/4/2021,11643
2/5/2021,10880
2/6/2021,0
2/7/2021,0
2/8/2021,10568
2/9/2021,8251
2/10/2021,9932
2/11/2021,9437
2/12/2021,10978
2/13/2021,0
2/14/2021,0
2/15/2021,7139
2/16/2021,7396
2/17/2021,10618
2/18/2021,9488
2/19/2021,10724
2/20/2021,0
2/21/2021,0
2/22/2021,10174
2/23/2021,11077
2/24/2021,11053
2/25/2021,11159
2/26/2021,10884
2/27/2021,0
2/28/2021,0
3/1/2021,10881
3/2/2021,11065
3/3/2021,10855
3/4/2021,11198
3/5/2021,10121
3/6/2021,0
3/7/2021,0
3/8/2021,10739
3/9/2021,11158
3/10/2021,11783
3/11/2021,11459
3/12/2021,10829
3/13/2021,0
3/14/2021,0
3/15/2021,10477
3/16/2021,10928
3/17/2021,11358
3/18/2021,11168
3/19/2021,10135
3/20/2021,0
3/21/2021,0
3/22/2021,10757
3/23/2021,11587
3/24/2021,11699
3/25/2021,11699
3/26/2021,11373
3/27/2021,0
3/28/2021,0
3/29/2021,10652
3/30/2021,11744
3/31/2021,11239
4/1/2021,10343
4/2/2021,8953
4/3/2021,0
4/4/2021,0
4/5/2021,9579
4/6/2021,10248
4/7/2021,9461
4/8/2021,9745
4/9/2021,9420
4/10/2021,0
4/11/2021,0
4/12/2021,10093
4/13/2021,10732
4/14/2021,10400
4/15/2021,10514
4/16/2021,10141
4/17/2021,0
4/18/2021,0
4/19/2021,10125
4/20/2021,11418
4/21/2021,10861
4/22/2021,10479
4/23/2021,10110
4/24/2021,0
4/25/2021,0
4/26/2021,10720
4/27/2021,11275
4/28/2021,11396
4/29/2021,11703
4/30/2021,11638
5/1/2021,0
5/2/2021,0
5/3/2021,11066
5/4/2021,12138
5/5/2021,11669
5/6/2021,11232
5/7/2021,10957
5/8/2021,0
5/9/2021,0
5/10/2021,11036
5/11/2021,11987
5/12/2021,12177
5/13/2021,11725
5/14/2021,11165
5/15/2021,0
5/16/2021,0
5/17/2021,10554
5/18/2021,11249
5/19/2021,11688
5/20/2021,11025
5/21/2021,10651
5/22/2021,0
5/23/2021,0
5/24/2021,10015
5/25/2021,11051
5/26/2021,10929
5/27/2021,10949
5/28/2021,8803
5/29/2021,0
5/30/2021,0
5/31/2021,5202
6/1/2021,10505
6/2/2021,9920
6/3/2021,9904
6/4/2021,8447
6/5/2021,0
6/6/2021,0
6/7/2021,8513
6/8/2021,9304
6/9/2021,9808
6/10/2021,9117
6/11/2021,8510
6/12/2021,0
6/13/2021,0
6/14/2021,8867
6/15/2021,9694
6/16/2021,10017
6/17/2021,9239
6/18/2021,8604
6/19/2021,0
6/20/2021,0
6/21/2021,9322
6/22/2021,10142
6/23/2021,10187
6/24/2021,9509
6/25/2021,9006
6/26/2021,0
6/27/2021,0
6/28/2021,9474
6/29/2021,10427
6/30/2021,10907
7/1/2021,10703
7/2/2021,9484
7/3/2021,0
7/4/2021,0
7/5/2021,6351
7/6/2021,10511
7/7/2021,10479
7/8/2021,10263
7/9/2021,8879
7/10/2021,0
7/11/2021,0
7/12/2021,10588
7/13/2021,11101
7/14/2021,11007
7/15/2021,10577
7/16/2021,9669
7/17/2021,0
7/18/2021,0
7/19/2021,10202
7/20/2021,10975
7/21/2021,11203
7/22/2021,10736
7/23/2021,10173
7/24/2021,0
7/25/2021,0
7/26/2021,10805
7/27/2021,11346
7/28/2021,11148
7/29/2021,11448
7/30/2021,11320
7/31/2021,0
8/1/2021,0
8/2/2021,11474
8/3/2021,11769
8/4/2021,12233
8/5/2021,12081
8/6/2021,11231
8/7/2021,0
8/8/2021,0
8/9/2021,12207
8/10/2021,12193
8/11/2021,12042
8/12/2021,11852
8/13/2021,11238
8/14/2021,0
8/15/2021,0
8/16/2021,12082
8/17/2021,12046
8/18/2021,13007
8/19/2021,13316
8/20/2021,12501
8/21/2021,0
8/22/2021,0
8/23/2021,13313
8/24/2021,13976
8/25/2021,13739
8/26/2021,12923
8/27/2021,12679
8/28/2021,0
8/29/2021,0
8/30/2021,13016
8/31/2021,13740
9/1/2021,14322
9/2/2021,13626
9/3/2021,12518
9/4/2021,0
9/5/2021,0
9/6/2021,7835
9/7/2021,13584
9/8/2021,13790
9/9/2021,13695
9/10/2021,13495
9/11/2021,0
9/12/2021,0
9/13/2021,13915
9/14/2021,14085
9/15/2021,15042
9/16/2021,15025
9/17/2021,13748
9/18/2021,0
9/19/2021,0
9/20/2021,14479
9/21/2021,15305
9/22/2021,14502
9/23/2021,15231
9/24/2021,13913
9/25/2021,0
9/26/2021,0
9/27/2021,14563
9/28/2021,15601
9/29/2021,15884
9/30/2021,14862
10/1/2021,14261
10/2/2021,0
10/3/2021,0
10/4/2021,15039
10/5/2021,15607
10/6/2021,15109
10/7/2021,15130
10/8/2021,12693
10/9/2021,0
10/10/2021,0
10/11/2021,13516
10/12/2021,15326
10/13/2021,15368
10/14/2021,15512
10/15/2021,14859
10/16/2021,0
10/17/2021,0
10/18/2021,14877
10/19/2021,15766
10/20/2021,15634
10/21/2021,15450
10/22/2021,14495
10/23/2021,0
10/24/2021,0
10/25/2021,15111
10/26/2021,15703
10/27/2021,16077
10/28/2021,14958
10/29/2021,14790
10/30/2021,0
10/31/2021,0
11/1/2021,13520
11/2/2021,14666
11/3/2021,15824
11/4/2021,15358
11/5/2021,14415
11/6/2021,0
11/7/2021,0
11/8/2021,15552
11/9/2021,16266
11/10/2021,15758
11/11/2021,14445
11/12/2021,14180
11/13/2021,0
11/14/2021,0
11/15/2021,15419
11/16/2021,16271
11/17/2021,16528
11/18/2021,16035
11/19/2021,14962
11/20/2021,0
11/21/2021,0
11/22/2021,15194
11/23/2021,15567
11/24/2021,12570
11/25/2021,7604
11/26/2021,9210
11/27/2021,0
11/28/2021,0
11/29/2021,15699
11/30/2021,17191
12/1/2021,17286
12/2/2021,16015
12/3/2021,15233
12/4/2021,0
12/5/2021,0
12/6/2021,15482
12/7/2021,16052
12/8/2021,14306
12/9/2021,16008
12/10/2021,14690
12/11/2021,0
12/12/2021,0
12/13/2021,15361
12/14/2021,16189
12/15/2021,16522
12/16/2021,15879
12/17/2021,15292
12/18/2021,0
12/19/2021,0
12/20/2021,13375
12/21/2021,14070
12/22/2021,13421
12/23/2021,11406
12/24/2021,8096
12/25/2021,0
12/26/2021,0
12/27/2021,10745
12/28/2021,11887
12/29/2021,12172
12/30/2021,11559
12/31/2021,8902
1/1/2022,0
1/2/2022,0
1/3/2022,14543
1/4/2022,15357
1/5/2022,15535
1/6/2022,14751
1/7/2022,13260
1/8/2022,0
1/9/2022,0
1/10/2022,14749
1/11/2022,15239
1/12/2022,14899
1/13/2022,14999
1/14/2022,14247
1/15/2022,0
1/16/2022,0
1/17/2022,10408
1/18/2022,14572
1/19/2022,15643
1/20/2022,15614
1/21/2022,14640
1/22/2022,0
1/23/2022,0
1/24/2022,15943
1/25/2022,16636
1/26/2022,16101
1/27/2022,16236
1/28/2022,14059
1/29/2022,0
1/30/2022,0
1/31/2022,16173
2/1/2022,16559
2/2/2022,16754
2/3/2022,8338
2/4/2022,9214
2/5/2022,0
2/6/2022,0
2/7/2022,16292
2/8/2022,16981
2/9/2022,16540
2/10/2022,16933
2/11/2022,15761
2/12/2022,0
2/13/2022,0
2/14/2022,13892
2/15/2022,17466
2/16/2022,17668
2/17/2022,16671
2/18/2022,16299
2/19/2022,0
2/20/2022,0
2/21/2022,13510
2/22/2022,17026
2/23/2022,17242
2/24/2022,16785
2/25/2022,16629
2/26/2022,0
2/27/2022,0
2/28/2022,17198
3/1/2022,17391
3/2/2022,17892
3/3/2022,17642
3/4/2022,16522
3/5/2022,0
3/6/2022,0
3/7/2022,16455
3/8/2022,17157
3/9/2022,16817
3/10/2022,16667
3/11/2022,15182
3/12/2022,0
3/13/2022,0
3/14/2022,15870
3/15/2022,16330
3/16/2022,16636
3/17/2022,16305
3/18/2022,14764
3/19/2022,0
3/20/2022,0
3/21/2022,16513
3/22/2022,17039
3/23/2022,17242
3/24/2022,16613
3/25/2022,16459
3/26/2022,0
3/27/2022,0
3/28/2022,16784
3/29/2022,17039
3/30/2022,17364
3/31/2022,16648
4/1/2022,16561
4/2/2022,0
4/3/2022,0
4/4/2022,16754
4/5/2022,17257
4/6/2022,17167
4/7/2022,16824
4/8/2022,15268
4/9/2022,0
4/10/2022,0
4/11/2022,14752
4/12/2022,15529
4/13/2022,14797
4/14/2022,14062
4/15/2022,12614
4/16/2022,0
4/17/2022,0
4/18/2022,14951
4/19/2022,15843
4/20/2022,16517
4/21/2022,15888
4/22/2022,14909
4/23/2022,0
4/24/2022,0
4/25/2022,16945
4/26/2022,18299
4/27/2022,18002
4/28/2022,17575
4/29/2022,16393
4/30/2022,0
5/1/2022,0
5/2/2022,17262
5/3/2022,18187
5/4/2022,18675
5/5/2022,17777
5/6/2022,16108
5/7/2022,0
5/8/2022,0
5/9/2022,17803
5/10/2022,18796
5/11/2022,18976
5/12/2022,18168
5/13/2022,17233
5/14/2022,0
5/15/2022,0
5/16/2022,17123
5/17/2022,16829
5/18/2022,18213
5/19/2022,16873
5/20/2022,16470
5/21/2022,0
5/22/2022,0
5/23/2022,17932
5/24/2022,18676
5/25/2022,17821
5/26/2022,16886
5/27/2022,16034
5/28/2022,0
5/29/2022,0
5/30/2022,8758
5/31/2022,15704
6/1/2022,15946
6/2/2022,15018
6/3/2022,13733
6/4/2022,0
6/5/2022,0
6/6/2022,14474
6/7/2022,15652
6/8/2022,15455
6/9/2022,15217
6/10/2022,14166
6/11/2022,0
6/12/2022,0
6/13/2022,14980
6/14/2022,15467
6/15/2022,15414
6/16/2022,14958
6/17/2022,13515
6/18/2022,0
6/19/2022,0
6/20/2022,12908
6/21/2022,16226
6/22/2022,16770
6/23/2022,16128
6/24/2022,14669
6/25/2022,0
6/26/2022,0
6/27/2022,13954
6/28/2022,14812
6/29/2022,14653
6/30/2022,14596
7/1/2022,13684
7/2/2022,0
7/3/2022,0
7/4/2022,7674
7/5/2022,13887
7/6/2022,14969
7/7/2022,14195
7/8/2022,13566
7/9/2022,0
7/10/2022,0
7/11/2022,14257
7/12/2022,15417
7/13/2022,15393
7/14/2022,14947
7/15/2022,13424
7/16/2022,0
7/17/2022,0
7/18/2022,15323
7/19/2022,16212
7/20/2022,16541
7/21/2022,15968
7/22/2022,13612
7/23/2022,0
7/24/2022,0
7/25/2022,14119
7/26/2022,15355
7/27/2022,14809
7/28/2022,14516
7/29/2022,13711
7/30/2022,0
7/31/2022,0
8/1/2022,13637
8/2/2022,15269
8/3/2022,15434
8/4/2022,15683
8/5/2022,14668
8/6/2022,0
8/7/2022,0
8/8/2022,15058
8/9/2022,16684
8/10/2022,16142
8/11/2022,16881
8/12/2022,15444
8/13/2022,0
8/14/2022,0
8/15/2022,16260
8/16/2022,18192
8/17/2022,18711
8/18/2022,18298
8/19/2022,17590
8/20/2022,0
8/21/2022,0
8/22/2022,18025
8/23/2022,18977
8/24/2022,19760
8/25/2022,19232
8/26/2022,17436
8/27/2022,0
8/28/2022,0
8/29/2022,18882
8/30/2022,20426
8/31/2022,20175
9/1/2022,20010
9/2/2022,17792
9/3/2022,0
9/4/2022,0
9/5/2022,9654
9/6/2022,19678
9/7/2022,19440
9/8/2022,19450
9/9/2022,17990
9/10/2022,0
9/11/2022,0
9/12/2022,19471
9/13/2022,21266
9/14/2022,21098
9/15/2022,20517
9/16/2022,19257
9/17/2022,0
9/18/2022,0
9/19/2022,19372
9/20/2022,20739
9/21/2022,21113
9/22/2022,20576
9/23/2022,19054
9/24/2022,0
9/25/2022,0
9/26/2022,19407
9/27/2022,21360
9/28/2022,20855
9/29/2022,20557
9/30/2022,19393
10/1/2022,0
10/2/2022,0
10/3/2022,19981
10/4/2022,21555
10/5/2022,21689
10/6/2022,20745
10/7/2022,16939
10/8/2022,0
10/9/2022,0
10/10/2022,17559
10/11/2022,21607
10/12/2022,21461
10/13/2022,21334
10/14/2022,17833
10/15/2022,0
10/16/2022,0
10/17/2022,19356
10/18/2022,21175
10/19/2022,21331
10/20/2022,20606
10/21/2022,18078
10/22/2022,0
10/23/2022,0
10/24/2022,18981
10/25/2022,21797
10/26/2022,20812
10/27/2022,20108
10/28/2022,18324
10/29/2022,0
10/30/2022,0
10/31/2022,19319
11/1/2022,19824
11/2/2022,20561
11/3/2022,20536
11/4/2022,18048
11/5/2022,0
11/6/2022,0
11/7/2022,19621
11/8/2022,19785
11/9/2022,21180
11/10/2022,21010
11/11/2022,17564
11/12/2022,0
11/13/2022,0
11/14/2022,19482
11/15/2022,20957
11/16/2022,21053
11/17/2022,20138
11/18/2022,18198
11/19/2022,0
11/20/2022,0
11/21/2022,18978
11/22/2022,19771
11/23/2022,15664
11/24/2022,8842
11/25/2022,10607
11/26/2022,0
11/27/2022,0
11/28/2022,19368
11/29/2022,20457
11/30/2022,20592
12/1/2022,20778
12/2/2022,18931
12/3/2022,0
12/4/2022,0
12/5/2022,19767
12/6/2022,20764
12/7/2022,22169
12/8/2022,20193
12/9/2022,18994
12/10/2022,0
12/11/2022,0
12/12/2022,19545
12/13/2022,21004
12/14/2022,21309
12/15/2022,20594
12/16/2022,18654
12/17/2022,0
12/18/2022,0
12/19/2022,18611
12/20/2022,19209
12/21/2022,17757
12/22/2022,15358
12/23/2022,11924
12/24/2022,0
12/25/2022,0
12/26/2022,8818
12/27/2022,13558
12/28/2022,14391
12/29/2022,14277
12/30/2022,12760
12/31/2022,0
1/1/2023,0
1/2/2023,9621
1/3/2023,19646
1/4/2023,19731
1/5/2023,19772
1/6/2023,18945
1/7/2023,0
1/8/2023,0
1/9/2023,18083
1/10/2023,19594
1/11/2023,18694
1/12/2023,18747
1/13/2023,19564
1/14/2023,0
1/15/2023,0
1/16/2023,12141
1/17/2023,19299
1/18/2023,19200
1/19/2023,19605
1/20/2023,17239
1/21/2023,0
1/22/2023,0
1/23/2023,17210
1/24/2023,19082
1/25/2023,16732
1/26/2023,19278
1/27/2023,17173
1/28/2023,0
1/29/2023,0
1/30/2023,18948
1/31/2023,18223
2/1/2023,19391
2/2/2023,19579
2/3/2023,18620
2/4/2023,0
2/5/2023,0
2/6/2023,17499
2/7/2023,18638
2/8/2023,19476
2/9/2023,18994
2/10/2023,17872
2/11/2023,0
2/12/2023,0
2/13/2023,17213
2/14/2023,18773
2/15/2023,18719
2/16/2023,18621
2/17/2023,16688
2/18/2023,0
2/19/2023,0
2/20/2023,13265
2/21/2023,19089
2/22/2023,19202
2/23/2023,19101
2/24/2023,17951
2/25/2023,0
2/26/2023,0
2/27/2023,19221
2/28/2023,20656
3/1/2023,20218
3/2/2023,20144
3/3/2023,18196
3/4/2023,0
3/5/2023,0
3/6/2023,17726
3/7/2023,19169
3/8/2023,18873
3/9/2023,18256
3/10/2023,15826
3/11/2023,0
3/12/2023,0
3/13/2023,17903
3/14/2023,19305
3/15/2023,18834
3/16/2023,18725
3/17/2023,16284
3/18/2023,0
3/19/2023,0
3/20/2023,17593
3/21/2023,19555
3/22/2023,19128
3/23/2023,19347
3/24/2023,17478
3/25/2023,0
3/26/2023,0
3/27/2023,18363
3/28/2023,20378
3/29/2023,19760
3/30/2023,19789
3/31/2023,17810
4/1/2023,0
4/2/2023,0
4/3/2023,16082
4/4/2023,17073
4/5/2023,16135
4/6/2023,15251
4/7/2023,13370
4/8/2023,0
4/9/2023,0
4/10/2023,16333
4/11/2023,18193
4/12/2023,17975
4/13/2023,17748
4/14/2023,16086
4/15/2023,0
4/16/2023,0
4/17/2023,18264
4/18/2023,19529
4/19/2023,19560
4/20/2023,18662
4/21/2023,16941
4/22/2023,0
4/23/2023,0
4/24/2023,18830
4/25/2023,20442
4/26/2023,19955
4/27/2023,19597
4/28/2023,18266
4/29/2023,0
4/30/2023,0
5/1/2023,17134
5/2/2023,19238
5/3/2023,18852
5/4/2023,18860
5/5/2023,16968
5/6/2023,0
5/7/2023,0
5/8/2023,17407
5/9/2023,19301
5/10/2023,18830
5/11/2023,18424
5/12/2023,17053
5/13/2023,0
5/14/2023,0
5/15/2023,18491
5/16/2023,18555
5/17/2023,19052
5/18/2023,18890
5/19/2023,17341
5/20/2023,0
5/21/2023,0
5/22/2023,18858
5/23/2023,19820
5/24/2023,20205
5/25/2023,19497
5/26/2023,17343
5/27/2023,0
5/28/2023,0
5/29/2023,8729
5/30/2023,18778
5/31/2023,19048
6/1/2023,18230
6/2/2023,15951
6/3/2023,0
6/4/2023,0
6/5/2023,16163
6/6/2023,17821
6/7/2023,17633
6/8/2023,17115
6/9/2023,15812
6/10/2023,0
6/11/2023,0
6/12/2023,16712
6/13/2023,18510
6/14/2023,18164
6/15/2023,16489
6/16/2023,15248
6/17/2023,0
6/18/2023,0
6/19/2023,13374
6/20/2023,19554
6/21/2023,19247
6/22/2023,18950
6/23/2023,17097
6/24/2023,0
6/25/2023,0
6/26/2023,16892
6/27/2023,18131
6/28/2023,17865
6/29/2023,17318
6/30/2023,16000
7/1/2023,0
7/2/2023,0
7/3/2023,13691
7/4/2023,9219
7/5/2023,16883
7/6/2023,17210
7/7/2023,16034
7/8/2023,0
7/9/2023,0
7/10/2023,17292
7/11/2023,18881
7/12/2023,18269
7/13/2023,18000
7/14/2023,16277
7/15/2023,0
7/16/2023,0
7/17/2023,18615
7/18/2023,19617
7/19/2023,20094
7/20/2023,19691
7/21/2023,17338
7/22/2023,0
7/23/2023,0
7/24/2023,17075
7/25/2023,18818
7/26/2023,18426
7/27/2023,17503
7/28/2023,15930
7/29/2023,0
7/30/2023,0
7/31/2023,16728
8/1/2023,18616
8/2/2023,17961
8/3/2023,17284
8/4/2023,15289
8/5/2023,0
8/6/2023,0
8/7/2023,17253
8/8/2023,18896
8/9/2023,18686
8/10/2023,18205
8/11/2023,16306
8/12/2023,0
8/13/2023,0
8/14/2023,19005
8/15/2023,20376
8/16/2023,21082
8/17/2023,20414
8/18/2023,18990
8/19/2023,0
8/20/2023,0
8/21/2023,19212
8/22/2023,20497
8/23/2023,20649
8/24/2023,19457
8/25/2023,18364
8/26/2023,0
8/27/2023,0
8/28/2023,18542
8/29/2023,20243
8/30/2023,20258
8/31/2023,19298
9/1/2023,17387
9/2/2023,0
9/3/2023,0
9/4/2023,9443
9/5/2023,19735
9/6/2023,19915
9/7/2023,19591
9/8/2023,18507
9/9/2023,0
9/10/2023,0
9/11/2023,20123
9/12/2023,21133
9/13/2023,21045
9/14/2023,20791
9/15/2023,19437
9/16/2023,0
9/17/2023,0
9/18/2023,19430
9/19/2023,20983
9/20/2023,20724
9/21/2023,19887
9/22/2023,18308
9/23/2023,0
9/24/2023,0
9/25/2023,19000
9/26/2023,20511
9/27/2023,20631
9/28/2023,19739
9/29/2023,18751
9/30/2023,0
10/1/2023,0
10/2/2023,18683
10/3/2023,20297
10/4/2023,20319
10/5/2023,19655
10/6/2023,16920
10/7/2023,0
10/8/2023,0
10/9/2023,17553
10/10/2023,20977
10/11/2023,21015
10/12/2023,21109
10/13/2023,18905
10/14/2023,0
10/15/2023,0
10/16/2023,18328
10/17/2023,19916
10/18/2023,20278
10/19/2023,20095
10/20/2023,18360
10/21/2023,0
10/22/2023,0
10/23/2023,18907
10/24/2023,20461
10/25/2023,20143
10/26/2023,20042
10/27/2023,18328
10/28/2023,0
10/29/2023,0
10/30/2023,18051
10/31/2023,19863
11/1/2023,19182
11/2/2023,19193
11/3/2023,17744
11/4/2023,0
11/5/2023,0
11/6/2023,19995
11/7/2023,20188
11/8/2023,21169
11/9/2023,22516
11/10/2023,18314
11/11/2023,0
11/12/2023,0
11/13/2023,19292
11/14/2023,20770
11/15/2023,20665
11/16/2023,20433
11/17/2023,18762
11/18/2023,0
11/19/2023,0
11/20/2023,19230
11/21/2023,19783
11/22/2023,15546
11/23/2023,8428
11/24/2023,11180
11/25/2023,0
11/26/2023,0
11/27/2023,19163
11/28/2023,20928
11/29/2023,21155
11/30/2023,20412
12/1/2023,19375
12/2/2023,0
12/3/2023,0
12/4/2023,21047
12/5/2023,22084
12/6/2023,22341
12/7/2023,21607
12/8/2023,19878
12/9/2023,0
12/10/2023,0
12/11/2023,19833
12/12/2023,20810
12/13/2023,21053
12/14/2023,20931
12/15/2023,19397
12/16/2023,0
12/17/2023,0
12/18/2023,17746
12/19/2023,18846
12/20/2023,18053
12/21/2023,16824
12/22/2023,14141
12/23/2023,0
12/24/2023,0
12/25/2023,8353
12/26/2023,12672
12/27/2023,15102
12/28/2023,14878
12/29/2023,13937
12/30/2023,0
12/31/2023,0
1/1/2024,9057
1/2/2024,19903
1/3/2024,22441
1/4/2024,22078
1/5/2024,21149
1/6/2024,0
1/7/2024,0
1/8/2024,20107
1/9/2024,20914
1/10/2024,21071
1/11/2024,21502
1/12/2024,19571
1/13/2024,0
1/14/2024,0
1/15/2024,12700
1/16/2024,20824
1/17/2024,19498
1/18/2024,20484
1/19/2024,14446
1/20/2024,0
1/21/2024,0
1/22/2024,19955
1/23/2024,20395
1/24/2024,20375
1/25/2024,20212
1/26/2024,19833
1/27/2024,0
1/28/2024,0
1/29/2024,21475
1/30/2024,23041
1/31/2024,22559
2/1/2024,22299
2/2/2024,21776
2/3/2024,0
2/4/2024,0
2/5/2024,20475
2/6/2024,21778
2/7/2024,21183
2/8/2024,21280
2/9/2024,20101
2/10/2024,0
2/11/2024,0
2/12/2024,19999
2/13/2024,21088
2/14/2024,21022
2/15/2024,20607
2/16/2024,18658
2/17/2024,0
2/18/2024,0
2/19/2024,14582
2/20/2024,21166
2/21/2024,21114
2/22/2024,20715
2/23/2024,20134
2/24/2024,0
2/25/2024,0
2/26/2024,21973
2/27/2024,22630
2/28/2024,23042
2/29/2024,22898
3/1/2024,21458
3/2/2024,0
3/3/2024,0
3/4/2024,21116
3/5/2024,22512
3/6/2024,22663
3/7/2024,22638
3/8/2024,21176
3/9/2024,0
3/10/2024,0
3/11/2024,21100
3/12/2024,22613
3/13/2024,22252
3/14/2024,21515
3/15/2024,19592
3/16/2024,0
3/17/2024,0
3/18/2024,19742
3/19/2024,22288
3/20/2024,22114
3/21/2024,21587
3/22/2024,20183
3/23/2024,0
3/24/2024,0
3/25/2024,21422
3/26/2024,23161
3/27/2024,23030
3/28/2024,21389
3/29/2024,18958
3/30/2024,0
3/31/2024,0
4/1/2024,20038
4/2/2024,20168
4/3/2024,21922
4/4/2024,21071
4/5/2024,19854
4/6/2024,0
4/7/2024,0
4/8/2024,16701
4/9/2024,19811
4/10/2024,20071
4/11/2024,20102
4/12/2024,18991
4/13/2024,0
4/14/2024,0
4/15/2024,20201
4/16/2024,21738
4/17/2024,21692
4/18/2024,21631
4/19/2024,19948
4/20/2024,0
4/21/2024,0
4/22/2024,21876
4/23/2024,22779
4/24/2024,22851
4/25/2024,21806
4/26/2024,20227
4/27/2024,0
4/28/2024,0
4/29/2024,21633
4/30/2024,23105
5/1/2024,23165
5/2/2024,22721
5/3/2024,20725
5/4/2024,0
5/5/2024,0
5/6/2024,20519
5/7/2024,21817
5/8/2024,21833
5/9/2024,21335
5/10/2024,20161
5/11/2024,0
5/12/2024,0
5/13/2024,19933
5/14/2024,21577
5/15/2024,21593
5/16/2024,20436
5/17/2024,18575
5/18/2024,0
5/19/2024,0
5/20/2024,20711
5/21/2024,20436
5/22/2024,21416
5/23/2024,20791
5/24/2024,19734
5/25/2024,0
5/26/2024,0
5/27/2024,9645
5/28/2024,20685
5/29/2024,20827
5/30/2024,20833
5/31/2024,19244
6/1/2024,0
6/2/2024,0
6/3/2024,18684
6/4/2024,20112
6/5/2024,18975
6/6/2024,19086
6/7/2024,17475
6/8/2024,0
6/9/2024,0
6/10/2024,17838
6/11/2024,19411
6/12/2024,19091
6/13/2024,18397
6/14/2024,16743
6/15/2024,0
6/16/2024,0
6/17/2024,18594
6/18/2024,20229
6/19/2024,15126
6/20/2024,19553
6/21/2024,17854
6/22/2024,0
6/23/2024,0
6/24/2024,18507
6/25/2024,20122
6/26/2024,20034
6/27/2024,19663
6/28/2024,17794
6/29/2024,0
6/30/2024,0
7/1/2024,18211
7/2/2024,19307
7/3/2024,18084
7/4/2024,8467
7/5/2024,12436
7/6/2024,0
7/7/2024,0
7/8/2024,17554
7/9/2024,18790
7/10/2024,18803
7/11/2024,18498
7/12/2024,16954
7/13/2024,0
7/14/2024,0
7/15/2024,18422
7/16/2024,19719
7/17/2024,20053
7/18/2024,19034
7/19/2024,17612
7/20/2024,0
7/21/2024,0
7/22/2024,17942
7/23/2024,19158
7/24/2024,19387
7/25/2024,18961
7/26/2024,17230
7/27/2024,0
7/28/2024,0
7/29/2024,17359
7/30/2024,18973
7/31/2024,18608
8/1/2024,19145
8/2/2024,17653
8/3/2024,0
8/4/2024,0
8/5/2024,17613
8/6/2024,19069
8/7/2024,18777
8/8/2024,18224
8/9/2024,16834
8/10/2024,0
8/11/2024,0
8/12/2024,18799
8/13/2024,20657
8/14/2024,20535
8/15/2024,19847
8/16/2024,19162
8/17/2024,0
8/18/2024,0
8/19/2024,20006
8/20/2024,20919
8/21/2024,21365
8/22/2024,20453
8/23/2024,19090
8/24/2024,0
8/25/2024,0
8/26/2024,19066
8/27/2024,20536
8/28/2024,20157
8/29/2024,19694
8/30/2024,17638
8/31/2024,0
9/1/2024,0
9/2/2024,8905
9/3/2024,22094
9/4/2024,22619
9/5/2024,22671
9/6/2024,20992
9/7/2024,0
9/8/2024,0
9/9/2024,20783
9/10/2024,21978
9/11/2024,21585
9/12/2024,21953
9/13/2024,20230
9/14/2024,0
9/15/2024,0
9/16/2024,21116
9/17/2024,22035
9/18/2024,21870
9/19/2024,22071
9/20/2024,20405
9/21/2024,0
9/22/2024,0
9/23/2024,20863
9/24/2024,21722
9/25/2024,21988
9/26/2024,21485
9/27/2024,19085
9/28/2024,0
9/29/2024,0
9/30/2024,21441
10/1/2024,23570
10/2/2024,23089
10/3/2024,22790
10/4/2024,19769
10/5/2024,0
10/6/2024,0
10/7/2024,20046
10/8/2024,22322
10/9/2024,22156
10/10/2024,21953
10/11/2024,20004
10/12/2024,0
10/13/2024,0
10/14/2024,20343
10/15/2024,22873
10/16/2024,23179
10/17/2024,22420
10/18/2024,20787
10/19/2024,0
10/20/2024,0
10/21/2024,20845
10/22/2024,22514
10/23/2024,22544
10/24/2024,22301
10/25/2024,20552
10/26/2024,0
10/27/2024,0
10/28/2024,21444
10/29/2024,22997
10/30/2024,22392
10/31/2024,21896
11/1/2024,19974
11/2/2024,0
11/3/2024,0
11/4/2024,21127
11/5/2024,20186
11/6/2024,22133
11/7/2024,22295
11/8/2024,20456
11/9/2024,0
11/10/2024,0
11/11/2024,19409
11/12/2024,22959
11/13/2024,22805
11/14/2024,21863
11/15/2024,20738
11/16/2024,0
11/17/2024,0
